name,artists,id,release_date,hit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Dancing Around It,Charles Kelley,2TP97CWh2AjapZ56YL7anq,2016-02-05,0.0,0.791,0.613,6,-8.88,1,0.0269,0.0956,0.000306,0.119,0.735,107.027,276627,4
Dandy,"Ian Hunter, The Rant Band",5RISmg6NfTVEj6sVQpHZAS,2016-09-16,0.0,0.52,0.797,1,-4.624,0,0.0454,0.0677,0.0004,0.0975,0.38,111.009,281600,3
Dang! (feat. Anderson .Paak),"Mac Miller, Anderson .Paak",5iUQMwxUPdJBFeGkePtM66,2016-09-16,0.0,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,4
Dangerous Woman,Ariana Grande,6RUhbFEhrvGISaQ8u2j2JN,2016-05-20,1.0,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,235947,3
Dangerously,Charlie Puth,6GBMbvX7sqyOxT5wWK4hgN,2016-01-29,0.0,0.696,0.517,2,-8.379,0,0.0366,0.364,0.0,0.197,0.23,112.291,199133,3
Dark Energy,The Cult,43mVzDQHn1dPjcLt1ti8ZF,2016-02-05,0.0,0.421,0.941,11,-4.89,0,0.101,5.03e-05,0.0722,0.0852,0.134,154.969,268006,4
Dark Necessities,Red Hot Chili Peppers,2oaK4JLVnmRGIO9ytBE1bt,2016-06-17,0.0,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000,4
Darkened Flags On The Cusp of Dawn,Drive-By Truckers,2or65BFtGGYyz4Ro8ieWeA,2016-09-30,0.0,0.484,0.665,2,-5.98,0,0.0328,0.0023,0.0358,0.0966,0.57,123.62,162067,4
Darkness and Light (feat. Brittany Howard),"John Legend, Brittany Howard",4jBPWUAtvIbj7trXEg9QPJ,2016-12-02,0.0,0.593,0.783,0,-3.717,0,0.183,0.16,7.91e-05,0.0765,0.6,121.778,230800,4
Daughter,Brandy Clark,7v3l1VCnKqw8TfCs7k7gen,2016-06-10,0.0,0.69,0.902,5,-4.848,1,0.0358,0.0113,1.43e-06,0.278,0.909,93.002,199800,4
David's Song,Robbie Williams,7uAX9NrF4cDpcUA2FiWmKf,2016-11-04,0.0,0.533,0.469,0,-6.493,1,0.027,0.244,3.29e-05,0.114,0.202,76.62,254280,4
Day Dream,Gregory Porter,6ymkuTDT6QWN2Kv4dSHYIm,2016-05-06,0.0,0.778,0.367,10,-9.474,0,0.0309,0.568,0.000873,0.0896,0.393,111.981,231932,4
Daybreak,DevilDriver,3P8b9SFsbJmk4OHJL8qloR,2016-05-13,0.0,0.457,0.981,8,-4.11,1,0.104,9.08e-05,4.86e-05,0.401,0.191,132.01,262329,4
Daydreaming,Radiohead,1Rd5OVjqDAr5xC96MHt448,2016-05-08,0.0,0.214,0.263,9,-13.207,0,0.0336,0.968,0.853,0.126,0.113,137.561,384439,3
Dear Life,Beck,6ecAkpOqGXQOkISSy5WWfi,2017-10-13,0.0,0.511,0.672,1,-5.44,1,0.0279,0.0026,0.00688,0.254,0.553,165.997,224237,4
Dear Me (Less Is More Mix),Eric Hutchinson,6RRjsaay6hnmvmM5p9dHX2,2016-08-26,0.0,0.659,0.538,9,-5.766,1,0.0359,0.234,0.0,0.101,0.576,89.941,232160,4
Death Dream,Frightened Rabbit,4RKtugI8uLJ8aF1BrLPVEl,2016-04-08,0.0,0.122,0.549,0,-7.389,1,0.0362,0.63,0.0158,0.0908,0.201,67.327,246787,5
Deep,"Robin Thicke, Nas",6I9WVCFT9igOoQDAhCe2so,2016-10-12,0.0,0.763,0.501,9,-6.617,0,0.342,0.59,0.0,0.141,0.737,96.028,266987,4
Deep Blues (feat. Damon Albarn),"Kano, Damon Albarn",4cZEQgn2ADysbmlGMALMRA,2016-03-04,0.0,0.529,0.804,8,-8.445,1,0.0819,0.344,0.00103,0.179,0.825,156.519,187480,4
Defeatist,Eisley,5TyFUHR11ILoEFXnjlTWmU,2017-02-17,0.0,0.456,0.754,5,-5.597,1,0.0284,0.0134,0.0,0.283,0.488,165.013,211487,4
Deja Vu,J. Cole,6I6NX6tjGsxFAsIfGzY9lJ,2016-12-09,1.0,0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,264747,4
Delirium,Lacuna Coil,7q9si83DQmdTuT7zfuus7f,2016-05-27,0.0,0.429,0.917,11,-2.438,1,0.0383,3.78e-06,0.000874,0.106,0.261,97.963,196080,4
Delirium,"Neko Case, k.d. lang, Laura Veirs",3YqBDPYjg4cVrBu6sh25OQ,2016-05-10,0.0,0.503,0.704,5,-6.65,0,0.0285,0.0324,0.0122,0.121,0.63,116.341,166047,4
"Demagogue (30 Days, 30 Songs)",Franz Ferdinand,2lWJdIb0rFkrAnEFG6IlWz,2016-10-14,0.0,0.631,0.852,2,-6.495,1,0.0356,0.00986,7.7e-06,0.0685,0.611,121.121,160000,3
Demolition Man,Lucifer's Friend,4k7yUQFm0nRq8TO7W5Pi0d,2016-10-28,0.0,0.366,0.966,6,-3.597,0,0.112,0.000103,7.11e-05,0.213,0.56,198.139,256227,4
Demons,Against The Current,66IbpxevyvJiYcN52SZEOT,2016-05-20,0.0,0.389,0.802,9,-4.201,0,0.0677,0.163,6.71e-05,0.0946,0.505,83.553,203747,4
Desert Island Disk,Radiohead,0eLVt8CGVdNnyMcfP38kDi,2016-05-08,0.0,0.56,0.282,0,-13.241,1,0.0287,0.868,0.529,0.11,0.158,112.009,224698,1
Despacito,"Luis Fonsi, Daddy Yankee",6habFhsOp2NvshLv26DqMb,2019-02-01,1.0,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,229360,4
Desperado,Rihanna,4mCf3vQf7z0Yseo0RxAi3V,2016-01-28,0.0,0.685,0.61,0,-5.221,0,0.0439,0.323,0.0,0.102,0.323,94.384,186467,3
Detour (feat. Emmylou Harris),"Cyndi Lauper, Emmylou Harris",0vxmBkeL8EuDpJvIb2dhRJ,2016-05-06,0.0,0.544,0.459,8,-10.6,1,0.111,0.334,0.0,0.289,0.669,202.493,175400,4
Detroit,Red Hot Chili Peppers,5y7IfSDhBHFVnlGj1UrlA1,2016-06-17,0.0,0.439,0.885,4,-4.679,1,0.0625,0.000277,0.00367,0.372,0.495,92.738,226640,4
DEVASTATED,Joey Bada$$,4PnNzWe1LJoAMD5j5RHpI0,2017-04-07,0.0,0.812,0.628,10,-6.164,0,0.0682,0.0634,0.0,0.254,0.485,123.004,207059,4
Diamond,"Martina McBride, Keith Urban",4X4QbhQuc82VFftw65tAAL,2016-01-01,0.0,0.607,0.733,9,-5.132,1,0.0302,0.251,0.0,0.0872,0.316,113.031,178400,4
Diamond Heart,Lady Gaga,45CPhDilfgK14IE7LbNvPh,2016-10-21,0.0,0.662,0.632,3,-5.427,0,0.0632,0.0585,2.73e-06,0.131,0.402,127.754,210427,4
Diamonds,RaeLynn,1Tpz82z8hXuFKlAxHVCuA1,2017-03-24,0.0,0.629,0.611,3,-5.521,1,0.0273,0.0605,2.09e-06,0.142,0.371,144.032,203813,4
Die for a Lie,Anvil,5rxHzsljcCBO6sqF8F4652,2016-02-26,0.0,0.306,0.984,7,-2.5,1,0.154,7.09e-06,1.57e-05,0.063,0.65,166.775,194867,4
Different Drugs,Bloc Party,0NqbrYqunYxmoxz6RUWAEx,2016-01-29,0.0,0.627,0.589,0,-9.593,1,0.0429,0.00103,0.00016,0.134,0.237,129.977,326008,4
Different For Girls,"Dierks Bentley, Elle King",5HJId22hZ2IvFnvNSy6ZbE,2016-06-10,1.0,0.655,0.768,4,-5.616,1,0.0365,0.385,0.000257,0.0733,0.431,92.021,180360,4
Dig Your Roots,Florida Georgia Line,7wzLu2aumQh8yIdq5B55Fg,2016-08-26,0.0,0.459,0.799,7,-4.593,1,0.0417,0.354,0.0,0.339,0.447,139.91,214040,4
digging for windows,Zack De La Rocha,6JlUROBrL9EdYP6lGDdBM5,2016-09-09,0.0,0.73,0.781,1,-5.822,1,0.0502,0.104,0.000108,0.111,0.31,118.948,211253,4
Dirt On My Boots,Jon Pardi,7f08qp3HROTkfrtNpiYGGo,2016-05-13,1.0,0.683,0.796,11,-4.179,1,0.0285,0.111,0.0,0.197,0.531,90.031,201893,4
Dirty Mercy,Gin Wigmore,3jKNcLlca616s6zUzAZL0g,2016-10-21,0.0,0.561,0.92,11,-4.312,0,0.0546,0.0224,0.0,0.703,0.606,122.001,205054,4
Dis Generation,A Tribe Called Quest,2Pp3QD3thPnk2kCxmu2MHK,2016-11-11,0.0,0.739,0.79,2,-5.307,1,0.103,0.0674,0.0,0.352,0.652,96.055,213373,4
Distance Inbetween,The Coral,34BpZ5a2FlUKzE0HEh9x8o,2016-03-04,0.0,0.609,0.383,0,-9.133,0,0.0274,0.434,0.00215,0.118,0.482,74.276,259147,4
Distant Sky,"Nick Cave & The Bad Seeds, Else Torp",6Os4eDkEJjmLa7LJlQYNCl,2016-09-09,0.0,0.216,0.207,5,-14.341,1,0.0333,0.962,0.316,0.0985,0.0411,91.551,336373,4
Distraction,Kehlani,14aiFCtdiDrKeURdoSL5I4,2016-07-13,0.0,0.658,0.684,5,-6.268,0,0.047,0.0233,0.0,0.333,0.427,120.989,235686,4
Divorce Separation Blues,The Avett Brothers,0tphIis7POJMu00iqZ441a,2016-06-24,0.0,0.702,0.494,0,-7.053,1,0.0315,0.573,0.0,0.109,0.559,113.014,296933,4
Dizzy - Arythmetik Remix,"THANKS, Arythmetik",0SPknoKPONZLIdhkEIvP4E,2016-08-10,0.0,0.782,0.853,1,-5.358,0,0.0975,0.101,0.0137,0.124,0.681,140.03,199929,4
Do You Ever Think Of Me?,Corinne Bailey Rae,4dNcc0IbNYNPTfshVv941Z,2016-05-13,0.0,0.514,0.479,1,-10.122,0,0.0601,0.582,0.0263,0.0956,0.367,133.604,326000,3
"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)","DJ Khaled, Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future, Rick Ross",4VJ7mnW4wjjIgPBM6KWvPu,2016-08-05,1.0,0.412,0.548,10,-6.981,1,0.243,0.0173,0.0,0.181,0.176,81.293,325615,4
Do You Wanna Come Over?,Britney Spears,29MOQfRQS4b7ptGsbbSRVi,2016-08-26,0.0,0.751,0.696,4,-6.027,1,0.0657,0.00618,0.00258,0.107,0.446,121.0,203360,4
Do You Wish It Was Me?,Gary Allan,6uRyTupLCgEeDitj2h7kuy,2016-06-10,0.0,0.615,0.602,10,-6.581,1,0.0265,0.208,2.37e-05,0.138,0.397,91.968,172987,4
Doing It to Country Songs (feat. The Oak Ridge Boys),"Blake Shelton, The Oak Ridge Boys",6hDxxAHE3mk8P6XzbsaWEt,2016-05-20,0.0,0.66,0.789,7,-5.436,1,0.0344,0.182,0.0,0.344,0.838,133.063,180427,4
Doing It To Death,The Kills,2hDtkP0ge2Gckcj7qi2NQ2,2016-06-03,0.0,0.637,0.686,9,-8.03,1,0.0568,0.278,0.00702,0.0576,0.652,132.992,247794,4
Doing the Right Thing,Daughter,5xz16gO1U2r3aSukjhgMZs,2016-01-15,0.0,0.408,0.638,0,-8.555,0,0.0606,0.707,0.113,0.0688,0.124,136.309,314832,4
Dollar Days,David Bowie,2AD2Xa5MkgF0xJBE1cFZwe,2016-01-08,0.0,0.499,0.727,11,-7.147,0,0.0508,0.0296,0.000102,0.0967,0.164,119.973,284813,4
Dominos - Galantis Remix,"Peter Bjorn and John, Galantis",5ke8G2OtdoXMtxelRbmtJi,2016-06-24,0.0,0.699,0.881,7,-2.874,1,0.0321,0.0187,0.000113,0.179,0.59,125.002,197582,4
Don't Be A Fool,Gregory Porter,1V3TB3dgD5xGyXRNsmLhrc,2016-05-06,0.0,0.558,0.359,11,-9.561,0,0.0387,0.86,2.85e-05,0.109,0.421,115.011,271836,4
Don't Cry,Mavis Staples,07Rn3fPt7clAzeSe5kyeG5,2016-02-19,0.0,0.499,0.81,5,-4.999,1,0.0545,0.271,0.0127,0.114,0.741,117.849,168373,4
"Don't Ever Play Yourself (feat. Jadakiss, Fabolous, Fat Joe, Busta Rhymes & Kent Jones)","DJ Khaled, Jadakiss, Fabolous, Fat Joe, Busta Rhymes, Kent Jones",1HelT66pscWisKV6mciTSe,2016-08-05,0.0,0.644,0.556,1,-6.998,1,0.332,0.122,0.0,0.0752,0.422,89.581,331453,4
Don't Hurt Yourself (feat. Jack White),"Beyoncé, Jack White",78eouBKVRyhbSzJwChr6QM,2016-04-23,0.0,0.614,0.686,9,-6.483,0,0.21,0.0105,1.36e-06,0.184,0.645,136.537,233667,4
Don't Let Me Down,"The Chainsmokers, Daya",1i1fxkWeaMmKEB4T7zqbzK,2016-02-05,1.0,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4
Don’t Lose Your Steam,Gregory Porter,16wKNJTyW1tCUMW8aVvET7,2016-05-06,0.0,0.422,0.726,4,-4.196,0,0.205,0.513,0.00018,0.141,0.734,171.791,197999,4
Don't Need You - Edit,Bullet For My Valentine,7oUkPewtWnIAQ8MncVTXBv,2016-11-07,0.0,0.206,0.962,7,-4.714,1,0.136,2.63e-05,3.17e-06,0.0679,0.303,152.327,267998,4
Don't Talk to Strangers,Lucifer's Friend,4E5pQwIM9XO5Nkl419fBYA,2016-10-28,0.0,0.519,0.809,4,-5.789,0,0.0481,0.000174,0.000769,0.368,0.594,84.933,225733,4
Don't Threaten Me with a Good Time,Panic! At The Disco,2fh3bZ8jZhMxOcfESE9nQY,2016-01-15,0.0,0.559,0.895,1,-4.476,0,0.0832,0.0154,0.0,0.175,0.59,183.825,213093,4
Don't Touch My Hair (feat. Sampha),"Solange, Sampha",2TyCAfhwu5tRqFW8VnGMIL,2016-09-30,0.0,0.823,0.411,0,-7.061,1,0.0557,0.409,0.00135,0.649,0.397,90.997,257547,4
Don't Wanna Know - Ryan Riback Remix,"Maroon 5, Kendrick Lamar, Ryan Riback",5LInnQ09xldtU2CGhT8FYn,2016-12-23,0.0,0.612,0.668,2,-7.524,1,0.0483,0.00437,0.0,0.164,0.485,103.037,229627,4
Don't Worry About Me,"Frances, Michele Bravi",08JZOo3hRg58SKkHuggZZY,2016-12-09,0.0,0.513,0.118,2,-12.661,1,0.0656,0.957,1.93e-06,0.0955,0.286,144.858,224763,4
Don't You Wait,Solange,4A3evD9w8QYhXBxqcj16ys,2016-09-30,0.0,0.833,0.579,0,-6.568,1,0.08,0.279,0.692,0.0997,0.514,102.009,245907,4
Doomed User,Deftones,6eMGp0jmEbFxy42ZnyzsLJ,2016-04-08,0.0,0.122,0.95,2,-3.803,1,0.0946,2.62e-06,0.144,0.108,0.257,165.863,266867,3
Doors of Heaven,Lucinda Williams,2LOEqz7P8mXBXNqHpUJz0v,2016-02-05,0.0,0.537,0.434,4,-9.332,1,0.0239,0.292,0.264,0.105,0.371,82.747,333981,4
DOPE,"T.I., Marsha Ambrosius",2MjPYefrQPVzIkTbDat5YG,2016-05-16,0.0,0.654,0.818,5,-4.944,0,0.296,0.00949,0.0,0.0652,0.564,94.971,271000,4
Down,Marian Hill,5eCkuGPZNl4mISFNPgr3Dd,2016-06-24,1.0,0.678,0.357,0,-14.712,0,0.128,0.675,0.00569,0.124,0.0661,113.301,197773,5
Down in a Hole,Kiefer Sutherland,49j3xzdKBZe6cqFwvPfC7Q,2016-06-10,0.0,0.223,0.887,4,-4.68,1,0.114,0.0211,0.000243,0.304,0.444,173.872,227307,3
Down That Road - The Voice Performance,Alisan Porter,3sS03NvxbrVgFNZgvnR26k,2016-05-25,0.0,0.445,0.568,5,-5.484,1,0.0317,0.539,0.0,0.101,0.437,143.717,232827,4
Dre,Warpaint,0LyYLoOTrZow3nXoBoNHkq,2016-09-23,0.0,0.464,0.626,0,-7.747,1,0.0453,0.267,0.476,0.0986,0.291,79.948,238867,4
Dream of You and I - Extended Version,Jeff Buckley,4Dk6mrxXQzLMgpFHO2yRY9,2016-11-16,0.0,0.399,0.097,8,-23.334,1,0.0344,0.869,0.0867,0.25,0.297,93.547,462600,4
Dream On,Amy Macdonald,44AcA5dYDXaRT1mBBjUK0W,2017-02-17,0.0,0.556,0.833,7,-6.29,1,0.0455,0.0374,0.0,0.0978,0.353,87.072,199373,4
Dreams of a Samurai,Red Hot Chili Peppers,3Fb962k5BJZy1cmCLuKZJq,2016-06-17,0.0,0.387,0.674,0,-6.623,1,0.0597,0.0122,0.0129,0.102,0.277,139.751,369040,5
Drinkee,Sofi Tukker,3REzEumDuXBpQH45WEHAr6,2016-07-08,0.0,0.771,0.69,2,-7.595,1,0.0496,0.0492,0.629,0.134,0.346,115.009,299294,4
Drinkin' Problem,Midland,1vBpwxsLVwaR4evBIaFmqD,2017-09-22,1.0,0.622,0.763,9,-6.4,1,0.0263,0.055,8.91e-06,0.313,0.621,102.0,220800,4
Drinkin' Smokin' Cheatin',Brandy Clark,3uBk6ji6nxUC81ndX2DXsb,2016-06-10,0.0,0.621,0.677,3,-2.956,1,0.0289,0.0852,4.65e-05,0.145,0.545,107.055,177560,4
Drive,The Shires,46FNPog7DnrIPhOl1qjDEW,2016-09-30,0.0,0.561,0.764,9,-5.243,1,0.0416,0.000938,7.8e-05,0.101,0.264,124.012,208480,4
Drug Dealer (feat. Ariana DeBoo),"Macklemore, Ariana DeBoo",2zM1k4PnL573ayLHqpQaQN,2016-10-11,0.0,0.494,0.612,11,-6.936,0,0.291,0.678,0.0,0.0913,0.216,151.091,223459,4
Drug Dealers Anonymous,"Pusha T, JAY-Z",1b6rmL3VXBgYTbn61kM8wT,2016-06-23,0.0,0.558,0.864,11,-5.1,1,0.43,0.318,0.0,0.123,0.474,152.804,253787,4
Drugs,Formation,4gCk26dp5LYXrW8CZKM38V,2017-03-24,0.0,0.569,0.933,2,-5.986,1,0.171,0.0325,0.0545,0.562,0.698,87.73,257045,4
Drum,MØ,2Kp3IIDOY0LgATlHaXoO4O,2016-10-07,0.0,0.821,0.594,6,-6.264,0,0.0574,0.0626,9.19e-05,0.513,0.322,100.005,187893,4
Drunk In Heels,Jennifer Nettles,0rXQHC6gPISs5321J5IQ2f,2016-05-13,0.0,0.633,0.77,11,-4.282,0,0.0418,0.187,2.03e-06,0.0515,0.715,146.009,200720,4
Drunk Like You,The Cadillac Three,3EPaC3fac1r0j7DU4XNvs0,2016-08-04,0.0,0.543,0.793,0,-5.905,1,0.0403,0.225,0.000114,0.363,0.553,140.06,210347,4
Dull Times/The Moon,Band of Horses,2cMDy9FfWA5OYrAo1JzbkX,2016-06-10,0.0,0.312,0.678,4,-5.952,1,0.0378,0.0157,0.000508,0.0725,0.184,172.862,419800,4
Dust,Lucinda Williams,1ylKmgmfefYdpfhI3jKjjM,2016-02-05,0.0,0.376,0.484,0,-9.495,1,0.031,0.376,0.236,0.277,0.234,83.914,379669,3
Dying to Know,Tegan and Sara,2suaNbZcYd56kZIsafn8cx,2016-06-03,0.0,0.696,0.839,11,-6.338,0,0.0726,0.0142,1.07e-05,0.135,0.669,94.011,217373,4
Dystopia,Megadeth,0KiRc3f3OI9C7s0S1QjQNO,2016-01-22,0.0,0.273,0.988,10,-2.934,0,0.471,6.96e-05,0.0115,0.0891,0.156,110.051,299107,4
Déjà vu,TWENTY88,6amzJ3wmEDf7e5tHAndZmn,2016-04-01,0.0,0.568,0.617,8,-8.994,1,0.2,0.164,0.0,0.0888,0.404,123.667,251907,4
Deja Vu,"Post Malone, Justin Bieber",0H8XeaJunhvpBdBFIYi6Sh,2016-12-09,1.0,0.62,0.69,7,-6.508,1,0.0493,0.0931,0.0,0.131,0.331,133.935,234213,4
Easy Street (feat. Jim Bianco & Petra Haden),"The Collapsable Hearts Club, Jim Bianco, Petra Haden",4NmWUWHsglLlJXvq1pGNsk,2016-11-04,0.0,0.677,0.804,0,-0.611,1,0.266,0.381,2.88e-05,0.0336,0.951,176.098,105000,4
Echoes,Young Guns,6AGXW6OB1aOpfDX1UM54CX,2016-09-16,0.0,0.517,0.919,4,-6.017,0,0.0366,4.8e-06,0.156,0.2,0.244,127.958,206373,4
El Camino,Frankie Ballard,7FkccGHykzYlzd4WoY37hA,2016-06-10,0.0,0.616,0.849,7,-4.867,1,0.0382,0.00299,0.0,0.135,0.848,116.974,209787,4
Elevated,Wiz Khalifa,6gN9FblT61DKSTFbMbeoRl,2016-02-05,0.0,0.732,0.812,8,-6.44,1,0.0745,0.149,0.0,0.0958,0.172,138.042,250736,4
Embrace the Journey... Upraised,Killswitch Engage,70qQ3N1ZnzbQkCDIXTTalZ,2016-03-11,0.0,0.524,0.963,8,-3.285,1,0.0929,0.000111,0.00411,0.266,0.137,120.018,325880,4
Empires Attraction,Matt Corby,7It72LNYAG231BLTw7IVN9,2016-03-11,0.0,0.234,0.725,4,-5.888,0,0.103,0.675,0.000143,0.123,0.143,63.331,298080,4
Empty,Garbage,56T8log3pllGt4ryzssq1c,2016-06-03,0.0,0.444,0.95,2,-3.156,1,0.0382,7.37e-06,0.55,0.687,0.269,109.448,234680,4
Encore,Graham Nash,5ryvX2lQB17KsthQFHGYtB,2016-04-15,0.0,0.644,0.146,4,-17.565,1,0.0346,0.9,0.0534,0.111,0.172,128.027,231783,4
Encore,Red Hot Chili Peppers,4VGvosVIeFMCUwHibq7a9Z,2016-06-17,0.0,0.633,0.704,11,-7.697,1,0.0276,0.672,0.179,0.105,0.342,104.958,254867,4
End of the Rainbow,Barry Gibb,6MSYbeHGOsvFkFNpmPbkGK,2016-10-07,0.0,0.534,0.241,2,-10.84,1,0.0351,0.821,0.00064,0.0873,0.19,85.841,249013,3
Enemies,Chevelle,7AwZbvS47MfqVRGWNWtEH2,2016-07-08,0.0,0.441,0.967,7,-5.149,1,0.154,7.3e-06,0.866,0.34,0.269,181.985,209333,4
Enlighten Me,Grouplove,7zqB9qTuzWHwhddWf5FwWQ,2017-08-17,0.0,0.304,0.749,7,-7.277,1,0.0549,0.0426,7.69e-05,0.129,0.127,93.189,232947,4
EOS,Rostam,66yRwjXHj3Qb89Wb2lOUJR,2017-09-15,0.0,0.231,0.426,0,-10.926,1,0.0693,0.951,0.000938,0.153,0.148,76.993,188067,4
"Equal Rights, Equal Lefts",Otep,5oMKECgfhYTFI4ZUeq1GT6,2016-04-15,0.0,0.631,0.657,1,-5.813,1,0.175,0.0741,0.0,0.506,0.302,128.021,210853,4
Escalator,Melanie C,1F6NGaeBJJBYP1G4iKz56L,2016-10-21,0.0,0.711,0.546,1,-5.913,0,0.0462,0.0521,2.68e-06,0.0688,0.524,91.967,202267,4
Even Though Our Love Is Doomed,Garbage,4b6OsU8eArjto9RUUyyWle,2016-06-03,0.0,0.526,0.414,2,-9.503,0,0.0302,0.0287,0.796,0.112,0.0518,115.941,326533,4
Every Time I Hear That Song,Blake Shelton,0c4ICGb0jvszKj3KPR59JU,2016-05-20,1.0,0.523,0.725,2,-5.448,1,0.0339,0.0558,6.96e-06,0.0937,0.528,155.855,214800,4
Everybody,DON BROCO,4yR1YTsrs38dHP6fzcXM93,2018-02-02,0.0,0.608,0.894,8,-4.534,1,0.0838,0.0048,8.69e-05,0.22,0.581,122.019,200733,4
Everybody Dies Young,Jake Owen,3siucBIyMJ6MvDbymO1kgH,2016-07-29,0.0,0.635,0.529,5,-6.034,1,0.0282,0.104,1.94e-06,0.0836,0.442,91.054,187240,4
Everybody We Know Does,Chase Rice,6LcPSBPSYRTMG7brqZQ7aq,2016-06-24,0.0,0.572,0.841,0,-2.988,1,0.0609,0.0115,0.0,0.101,0.606,136.978,221627,4
Everyday,"Ariana Grande, Future",4RJTTrZqPFWaWACVXHkvjw,2016-05-20,1.0,0.637,0.733,7,-4.413,0,0.0563,0.0149,0.0,0.162,0.431,131.004,194840,4
Everything it Takes (feat. Elvis Costello),"Loretta Lynn, Elvis Costello",5gc17gehCiuEeyAU1wO64e,2016-03-04,0.0,0.627,0.398,1,-7.294,1,0.0325,0.335,0.0,0.102,0.619,116.034,181560,4
Everything You’ve Come To Expect,"The Last Shadow Puppets, Alex Turner, Miles Kane",01M9XvRcT8hEOf6NOLBHew,2016-12-02,0.0,0.552,0.513,0,-7.474,1,0.027,0.419,0.0,0.0618,0.328,109.871,193866,4
Evil,Savages,0XqAUPqFM6zIfQek2oAD7h,2016-01-22,0.0,0.574,0.77,4,-9.131,0,0.0349,0.0131,0.000289,0.15,0.506,142.059,216267,4
Evil Eye,KT Tunstall,17ZQQMne1pogSRNSF4IiND,2016-09-09,0.0,0.562,0.947,11,-5.059,0,0.0533,0.0635,7.8e-06,0.283,0.506,101.984,213493,4
Exercise Man,Dean Ween Group,0ytomTzoKIHrmgTspdcwOA,2016-10-16,0.0,0.438,0.948,7,-5.153,1,0.0704,0.298,0.0,0.759,0.76,76.976,118772,1
Exist,Avenged Sevenfold,4tdPxA5TuYi6daHfy5OJGQ,2016-10-28,0.0,0.309,0.936,2,-7.381,0,0.103,0.000222,0.586,0.318,0.111,130.241,939139,4
Exit,"Jean-Michel Jarre, Edward Snowden",3NlNUPVy8THvqDPRM9UgDd,2016-05-06,0.0,0.485,0.911,7,-7.518,1,0.0607,0.0247,0.645,0.326,0.18,150.028,379040,4
Exposed,A Day To Remember,4NTXBPFmZIB2KcTQ6DIVC0,2016-09-02,0.0,0.38,0.985,6,-4.157,1,0.179,0.000233,1.52e-05,0.256,0.263,110.555,218123,4
Fuck With Myself,BANKS,2Cy9IsYNJUHc9Kr69CmgOE,2016-07-13,0.0,0.843,0.37,8,-11.032,1,0.0546,0.0309,0.029,0.098,0.138,102.007,175440,4
F.U.B.U. (feat. The-Dream & BJ The Chicago Kid),"Solange, The-Dream, BJ The Chicago Kid",2aR6SYRJxy2QsBxA459ATF,2016-09-30,0.0,0.475,0.499,0,-6.818,1,0.185,0.84,0.0,0.111,0.454,142.867,313893,4
FAB. (feat. Remy Ma),"JoJo, Remy Ma",2esKAp3YxfZkbGZqvwJIra,2016-10-14,0.0,0.762,0.812,11,-4.018,0,0.0926,0.439,0.0,0.132,0.897,102.983,215053,4
Facebook Story,Frank Ocean,73D5hBkiVZkopZrmBZTBWf,2016-08-20,0.0,0.632,0.18,7,-20.55,1,0.685,0.878,0.0,0.249,0.704,85.004,68588,3
Fade,Kanye West,3cCxoOgfi6hgt8MNteuiiD,2016-06-10,1.0,0.752,0.765,9,-5.805,0,0.0908,0.118,0.0,0.31,0.309,105.998,193748,4
Fair Weather Friend,Beartooth,5JNgI0LuyNFD5pry2utWrU,2016-06-03,0.0,0.596,0.962,5,-4.143,0,0.0517,4.24e-05,0.00101,0.291,0.465,109.043,204892,4
"Faith - From ""Sing"" Original Motion Picture Soundtrack","Stevie Wonder, Ariana Grande",1Ol9VB4eBkSuM9sghD4lgP,2016-12-09,0.0,0.734,0.87,1,-4.16,1,0.167,0.105,2.65e-06,0.0579,0.944,158.124,162720,4
Faith and Grace,Lucinda Williams,4PdzPYWi0SfkkN3eihYxWZ,2016-02-05,0.0,0.577,0.265,4,-16.271,0,0.0301,0.101,0.0134,0.0782,0.474,96.658,764532,4
Faithful,"Drake, dvsn, Pimp C",2qLcJOLrh6Djda4uLbldSA,2016-05-06,1.0,0.536,0.449,1,-10.499,1,0.103,0.11,1.49e-05,0.284,0.171,99.889,290133,4
Fake It,Bastille,5OALp7wDh1vM2nza1qDArn,2016-09-09,0.0,0.594,0.75,0,-4.674,0,0.0431,0.212,2.33e-06,0.19,0.246,144.993,244136,4
Fake Love,Drake,343YBumqHu19cGoGARUTsd,2017-03-18,1.0,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,210937,4
