title,artists,year,track_id,release_date,spotify.name,spotify.artists
Sleepless,Cazzette,2014,5yECq6R2S2iTV8GTxen4JV,2014-05-06,Sleepless - Radio Edit,"['CAZZETTE', 'The High']"
Slipping Away,Switchfoot,2014,7m88eIVGz5yWoikkHnoVIf,2013-01-05,Slipping Away,['Switchfoot']
Slow,Leonard Cohen,2014,5I2EVhgVWV0CElpY07bU5h,2014-09-16,Slow,['Leonard Cohen']
Slowburn,Howling Bells,2014,6MntB5qZr9I5QRf0sLLjWF,2014-06-02,Slowburn,['Howling Bells']
Small Things,Ben Howard,2014,5RySo0AAUR0reTHSCvb6HC,2014-10-20,Small Things,['Ben Howard']
Small Town Throwdown,Brantley Gilbert,2014,3JUT20Ycry03hgIbMSSBzV,2014-01-01,Small Town Throwdown,"['Brantley Gilbert', 'Justin Moore', 'Thomas Rhett']"
SmartPhones,Trey Songz,2014,6AxvQThKd68WKRVht4Cq52,2014-07-01,SmartPhones,['Trey Songz']
Smiler with Knife,Morrissey,2014,,,,
Smiling,Black Lips,2014,726SJJEw9tQ7zGOPH5UAtG,2014-03-17,Smiling,['Black Lips']
Smoke,50 Cent,2014,3Y3iC7f2ypojLMgr7yn9ZC,2014-06-03,Smoke,"['50 Cent', 'Trey Songz']"
Smoke When I Drink,Kelleigh Bannen,2014,7hhjC3wg2CZlYokhuU15n8,2014-11-17,Smoke When I Drink,['Kelleigh Bannen']
Smokin' and Drinkin',Miranda Lambert,2014,13keyz9ikBe6ZpRasw7l4X,2014-06-02,Smokin' and Drinkin' (feat. Little Big Town),"['Miranda Lambert', 'Little Big Town']"
Snakebite,Judas Priest,2014,5eMmsUTa5SV71PuyptWDZb,2014-07-07,Snakebite,['Judas Priest']
Snakes,Pixies,2014,3yNpPpetWEOE0wh8dgmS8Z,2014-04-28,Snakes,['Pixies']
Sneaky,Trey Songz,2014,,,,
Snow In Vegas,David Gray,2014,3OqwM9CRqLskni9acTwuj1,2016-10-28,Snow In Vegas,"['David Gray', 'LeAnn Rimes']"
So Be It,Lisa Stansfield,2014,6KeQciSHzfXjThXqznLSa1,2014-10-31,So Be It - Soultalk Remix,['Lisa Stansfield']
So Divine...,Tesla,2014,1FsRJd9BMnwI07aBpknDTp,2014-06-10,So Divine…,['Tesla']
So Far Away,Mary Lambert,2014,1stjQMCOcvqHNli4efzp2P,2014-10-14,So Far Away,['Mary Lambert']
So Good,Jennifer Lopez,2014,4dLN7SiPi5EspQwirFSAIQ,2014-06-17,So Good,['Jennifer Lopez']
"So Long, See You Tomorrow",Bombay Bicycle Club,2014,4VnYtg0NUGgYeDU0ymnstP,2014-02-03,"So Long, See You Tomorrow",['Bombay Bicycle Club']
So Now What,The Shins,2014,7fLHguF12laXV09NVTrlSD,2017-03-10,So Now What,['The Shins']
So Now You Know,The Horrors,2014,2jJEkQ3eKillxo6aQ6qC6g,2014-05-06,So Now You Know,['The Horrors']
So Others May Live,Atreyu,2014,3TmyCY31Q5MEDV1nWWrYAR,2019-08-16,So Others May Live,['Atreyu']
So Unfair,Korn,2014,,,,
So What,Avi Buffalo,2014,,,,
Sober,Childish Gambino,2014,5NhlpQ6BOIz3S5welptk1W,2014-10-03,Sober,['Childish Gambino']
Sober & Sorry,Kayla Adams,2014,,,,
Soldier of Fortune,Bryan Ferry,2014,5Oi04VluztgesHoY8HZGyo,2014-11-11,Soldier of Fortune,['Bryan Ferry']
Solemn Skies,Childhood,2014,1Oc1TyDLlX2sNjvABZXryw,2014-08-08,Solemn Skies,['Childhood']
Solo,California Breed,2014,,,,
Solo Dancing,Indiana,2014,756La6nWDta09ROtNohCil,2014-04-20,Solo Dancing,['Indiana']
Some Things We Do,Swans,2014,7l6HrifbC0PTzl1aYdwMq9,2014-05-13,Some Things We Do,['Swans']
Somebody There,Robert Plant,2014,0kKKlfZPAvePc4OdJJCd8W,2014-09-05,Somebody There,['Robert Plant']
Somebody To You,The Vamps,2014,2BWWsCwuHAZFE1scLyP6Qe,2014-11-04,Somebody To You,"['The Vamps', 'Demi Lovato']"
Someone New,Hozier,2014,2DNXgvkyv35vTWvdgjs7qn,2014-09-19,Someone New,['Hozier']
Somethin' Bad,Miranda Lambert,2014,6s9m5J92By7jii22Q2XtY2,2014-06-02,Somethin' Bad (with Carrie Underwood) - (Duet with Carrie Underwood),"['Miranda Lambert', 'Carrie Underwood']"
Something Big,Shawn Mendes,2014,4eQznxonJdR6NEksFNHMCT,2015-04-14,Something Big,['Shawn Mendes']
Something Different,Godsmack,2014,5Lhwnf8QEeC1gO7eXT7AUw,2014-08-05,Something Different,['Godsmack']
Something From Nothing,Foo Fighters,2014,6REiraH7Pe3akd0mkFA4l9,2014-11-09,Something from Nothing,['Foo Fighters']
Something Good,Estelle,2014,0rZF3zZKA2oVDiwW46WL6l,2015-02-17,Something Good/Devotion (Passion Interlude),['Estelle']
Something I Need,Ben Haenow,2014,64G2uKq3Snj48ppUZX1Z5t,2014-12-14,Something I Need,['Ben Haenow']
Something in the Water,Carrie Underwood,2014,10RQKVSr4rS0coExTmi4dF,2014-12-09,Something in the Water,['Carrie Underwood']
Something New,Axwell and Ingrosso,2014,5C4NMi4fPpdFPnMZVsyG8H,2017-07-28,Something New,"['Axwell /\\ Ingrosso', 'Axwell', 'Sebastian Ingrosso']"
Something Wicked This Way Comes,Lucinda Williams,2014,5wZRnInnRi6epXOAzQMDsu,2014-09-30,Something Wicked This Way Comes,['Lucinda Williams']
Sometimes,Black Stone Cherry,2014,0AMUmPhOGZrlUPdinJbRR6,2014-05-02,Sometimes,['Black Stone Cherry']
Somewhere Else,Lydia Loveless,2014,5cCRP7V4UqsN4VJUcPifT7,2014-02-18,Somewhere Else,['Lydia Loveless']
Somewhere Tonight,James Otto,2014,0ITvLv9ys64WXJjJ8pLkJi,2015-07-24,Somewhere Tonight,['James Otto']
Son,Warpaint,2014,1Z8roQSquMW9il2x7s6Ky4,2014-01-20,Son,['Warpaint']
Song About A Girl,Eric Paslay,2014,5BNgkhr9nadjc1cJGpeJAs,2014-01-01,Song About A Girl,['Eric Paslay']
Song for My Father,Sarah McLachlan,2014,1UXHK1EVHQj1o4EF6Q4zmb,2014-05-06,Song For My Father,['Sarah McLachlan']
Song For Someone,U2,2014,6PmvNS601Mcd2H0UcqMWb0,2014-01-01,Song For Someone,['U2']
Songs On 12 Play,Chris Brown,2014,3YfXbsL0rPJBEeFqlriuCB,2014-09-16,Songs On 12 Play (feat. Trey Songz),"['Chris Brown', 'Trey Songz']"
Songs That Said It All,The Swon Brothers,2014,67ak97VdSUJuKKLwOnb8n5,2014-10-13,Songs That Said It All,['The Swon Brothers']
Sorry Momma,YG,2014,0nId5u8slC30tnyAFuJkTU,2014-03-18,Sorry Momma,"['YG', 'Ty Dolla $ign']"
Sound Of A Woman,Kiesza,2014,59n2fhX1wXiT4QwnVP4uHB,2014-10-21,Sound Of A Woman,['Kiesza']
Sounded Good at the Time,Lady A,2014,2uciTT4Gfhg2XQPpSF44wj,2014-09-30,Sounded Good At The Time,['Lady A']
Sounds of Summer,Dierks Bentley,2014,0IWGIreGx4YtYMOBALFqnm,2014-01-01,Sounds Of Summer,['Dierks Bentley']
South Alabam Christmas,Jamey Johnson,2014,5mRT3rX61CDWpZ8zLucplm,2014-11-19,South Alabam Christmas,['Jamey Johnson']
Southsiders,Atmosphere,2014,1HaeEJWj7HKHYI0myfM9Wb,2014-05-05,Southsiders,['Atmosphere']
Sovereign Over Us,Michael W. Smith,2014,4jZHeAug66KEXw7KZbOX43,2014-01-01,Sovereign Over Us,['Michael W. Smith']
Space Enough To Grow,Of Mice & Men,2014,3OU4ztDdQFFjGIIfKnF7YF,2014-01-24,Space Enough To Grow,['Of Mice & Men']
Space Invader,Ace Frehley,2014,4LgoKN8tfYQ3sv07FYfXsD,2014-08-19,Space Invader,['Ace Frehley']
Spaces,One Direction,2014,4lrC9aBnzlG9U5DDoHMnyt,2014-11-17,Spaces,['One Direction']
Spark,Amber Run,2014,7o5XSnwPGqyzMfEVueBQnM,2014-04-18,Spark - Radio Edit,['Amber Run']
Spark The Fire,Gwen Stefani,2014,7jmRaRTtDMhV6Yh9KuEHsp,2014-12-01,Spark The Fire,['Gwen Stefani']
Sparrows Will Sing,Marianne Faithfull,2014,686DiRnXPo4VfG9Td52lWZ,2014-11-10,Sparrows Will Sing,['Marianne Faithfull']
Speak Out Reach Out,Johnny Marr,2014,08SCIgjQANFaY2vkkB768c,2014-09-30,Speak Out Reach Out,['Johnny Marr']
Speakers,Sam Hunt,2014,4DXfOXYv0ki7IR3P0XRcMY,2014-10-27,Speakers,['Sam Hunt']
Speech Coma,Blood Red Shoes,2014,3PUmHaGX0CVllvvMF760gY,2014-03-03,Speech Coma,['Blood Red Shoes']
Spend All My Time,Marsha Ambrosius,2014,7lJth81odJXRYrMxKjqrZw,2014-07-15,Spend All My Time (feat. Charlie Wilson),"['Marsha Ambrosius', 'Charlie Wilson']"
Spinners,The Hold Steady,2014,5ifUJBc9qAdv90oByXAXm2,2014-03-25,Spinners,['The Hold Steady']
Spit Three Times,Neneh Cherry,2014,5p3OPlzkRCVb0C8p2nAIBc,2014-02-07,Spit Three Times,['Neneh Cherry']
Spooks,Jonny Greenwood,2014,1jRSqiSDrekvzvDVwXbQMM,2014-12-15,Spooks,['Jonny Greenwood']
Spotless Mind,Jhené Aiko,2014,3F2Fp02Tqe5JNDjnLwQXt8,2014-09-08,Spotless Mind,['Jhené Aiko']
SPS,Kasabian,2014,,,,
Squeeze Me,N.E.R.D,2014,7J0mZi4vIRqBR9pjAt90nX,2015-01-05,Squeeze Me - Music from The Spongebob Movie Sponge Out Of Water,['N.E.R.D']
Staircase at the University,Morrissey,2014,,,,
Stars,Sixx: A.M.,2014,5wWkvwX3xbyUJiK4CHDxq9,2014-10-07,Stars,['Sixx:A.M.']
Stars,Cheryl Cole,2014,1FVwNBCgWIEpNqag54NzYQ,2014-01-01,Stars,['Cheryl']
Starship,Ace Frehley,2014,6Apbrs2j5r829hVBg6aWVA,2014-08-19,Starship,['Ace Frehley']
Start A Fire,Passenger,2014,0sdz8eO7nkkgPO6LMf8f8M,2014-06-10,Start A Fire,['Passenger']
Start a Fire,Lil Wayne,2014,4OdBDyS3MdninYCisva6ZN,2014-11-23,Start A Fire,"['Lil Wayne', 'Christina Milian']"
Stay,No Devotion,2014,,,,
Stay a Little Longer,Brothers Osborne,2014,6WuDyzpi8uX8atZvIQGVbT,2014-09-09,Stay A Little Longer - Demo,['Brothers Osborne']
Stay Gold,First Aid Kit,2014,1mqRT3LFIm4EEgfehauyOS,2014-06-06,Stay Gold,['First Aid Kit']
Stay Vicious,The Gaslight Anthem,2014,4DyfwshJXvmRSEy4h6Qssv,2014-08-12,Stay Vicious,['The Gaslight Anthem']
Stay With Me,Sam Smith,2014,5Nm9ERjJZ5oyfXZTECKmRt,2014-05-26,Stay With Me,['Sam Smith']
Stayin Out All Night,Wiz Khalifa,2014,74kniUex3nMuYB60moE59k,2014-08-19,Stayin out All Night,['Wiz Khalifa']
Steal Me Away,Olivia Lane,2014,3uF2FEJ9Y8KYnSvb0B1kWS,2015-02-10,Steal Me Away,['Olivia Lane']
Steal My Girl,One Direction,2014,2Bs4jQEGMycglOfWPBqrVG,2014-11-17,Steal My Girl,['One Direction']
Steeple,Down,2014,32pI4DvLiPrQzlTc0EL2Rw,2014-05-13,Steeple,['DOWN']
Stereotype,Chris Brown,2014,62GbGgOxJdKRhXmsAoVTHS,2014-09-16,Stereotype,['Chris Brown']
Stevie,Kasabian,2014,6EnBcUZMs1CZz3gkLLHAjg,2014-10-07,stevie,['Kasabian']
Still,Katy B,2014,0aTfQ5GXviEj6ZxoogjH0T,2014-05-02,Still - Richy Ahmed Remix,"['Katy B', 'Richy Ahmed']"
Still Madly Crazy,Robin Thicke,2014,0KlEW6qeKWjPLD8GArRgy6,2014-07-29,Still Madly Crazy,['Robin Thicke']
Stirring,Flying Lotus,2014,1O6nRYFZpVZEcyvbxo1olx,2014-10-06,Stirring,['Flying Lotus']
Stockholm Syndrome,One Direction,2014,6AzCBeiDuUXGXjznBufswB,2014-11-17,Stockholm Syndrome,['One Direction']
Stoner,Young Thug,2014,1jROHCeEzDr6VnV8EnBnik,2014-02-04,Stoner,['Young Thug']
Stop Drop + Roll,Dan + Shay,2014,2LNoMwodbEfYFaXY2loO5V,2014-04-01,Stop Drop + Roll,['Dan + Shay']
Storm,Soundgarden,2014,7fG1vVYmYaaeusACG6dEd4,2014-11-24,Storm,['Soundgarden']
Storyline,Hunter Hayes,2014,2tz6DIdRPHKhsgq23Kn9XY,2014-05-06,Storyline,['Hunter Hayes']
Straight for the Knife,Sia,2014,0cUYHAciIIom2n04j9p5qj,2015-05-04,Straight for the Knife,['Sia']
Strange Weather,Anna Calvi,2014,2CwHFaG0rLOGpYDm9ShLME,2014-10-27,Strange Weather,"['Anna Calvi', 'David Byrne']"
Stranger,Skrillex,2014,1Ft6KgjMR7TSVkryV7gq8n,2014-03-14,Stranger,['Skrillex']
Stranger,The New Basement Tapes,2014,7cTg6EhXaeZ96NszCpgIju,2014-08-19,Stranger,['The New Basement Tapes']
Stranger to My Happiness,Sharon Jones & The Dap-Kings,2014,1WeyaQOP1DxFU5dbazWFbq,2014-01-14,Stranger to My Happiness,['Sharon Jones & The Dap-Kings']
Stray Paper,The Gaslight Anthem,2014,57zjxaXOTvVQA2d6AIQVxZ,2014-08-12,Stray Paper,['The Gaslight Anthem']
Stronger,Clean Bandit,2014,6dm7uLUcCq7bVDjgMWhHLf,2014-06-02,Stronger (feat. Alex Newell & Sean Bass),"['Clean Bandit', 'Alex Newell', 'Sean Bass']"
Stronger Than Ever,Raleigh Ritchie,2014,5wnr5XbLzsd3v7X6nyL4Lm,2014-04-16,Stronger Than Ever - The Internet Remix,"['Raleigh Ritchie', 'The Internet']"
Strut,Lenny Kravitz,2014,0Qs72vhVJ10C7lsyzRCTuA,2014-09-23,Strut,['Lenny Kravitz']
Stubborn,New Found Glory,2014,7ou9XXkgXqWnQdGhwUWsBy,2014-10-07,Stubborn,['New Found Glory']
Stuck on a Feeling,Prince Royce,2014,1IDF4jYiuI17U4BW23EoXV,2015-07-24,Stuck On a Feeling (feat. Snoop Dogg),"['Prince Royce', 'Snoop Dogg']"
Studio,ScHoolboy Q,2014,29gsi1zZrZxdStACmTQB0Z,2014-01-01,Studio,"['ScHoolboy Q', 'BJ The Chicago Kid']"
Stupid Little Things,Anastacia,2014,1eaIhfsfipj5OWY1xXLmES,2014-05-02,Stupid Little Things,['Anastacia']
Style,Taylor Swift,2014,4lIxdJw6W3Fg4vUIYCB0S5,2014-10-27,Style,['Taylor Swift']
Subterranean,Foo Fighters,2014,3O2de2JdIqnVVb5SBpg6wm,2014-11-09,Subterranean,['Foo Fighters']
Sucker,Charli XCX,2014,70un6hFtm3DkpqsYLRoRei,2014-12-15,Sucker,['Charli XCX']
Sue (Or In A Season Of Crime),David Bowie,2014,2lOHVgmozWtczlGCsLpQDk,2014-11-18,Sue (Or in a Season of Crime),['David Bowie']
Suffering,The War on Drugs,2014,0sFoW75slcoyNKYLBFrzRy,2014-03-18,Suffering,['The War On Drugs']
Sugah Daddy,D'Angelo,2014,,,,
Sugar,Maroon 5,2014,2iuZJX9X9P0GKaE93xcPjk,2014-09-02,Sugar,['Maroon 5']
Sugar on the Side,Blondie,2014,4uuddHEP8cr9EMAVkSNI9N,2013-05-12,Sugar On The Side,['Blondie']
Suit and Tie,Ryan Hobler,2014,,,,
Summer,Calvin Harris,2014,6YUTL4dYpB9xZO5qExPf05,2014-10-31,Summer,['Calvin Harris']
Summer Dem,Basement Jaxx,2014,3jWPJhB7eriW6RJuSFBCLZ,2014-08-25,Summer Dem,['Basement Jaxx']
Sun Daze,Florida Georgia Line,2014,0El2Zyt68nYySFDG87hZgM,2014-10-14,Sun Daze,['Florida Georgia Line']
Sun Goes Down,David Guetta,2014,5CsyYayDiF6vU9qd6Gzfow,2014-11-24,Sun Goes Down (feat. MAGIC! & Sonny Wilson),"['David Guetta', 'Showtek', 'MAGIC!', 'Sonny Wilson']"
Sun Structures,Temples,2014,1G3TW7gIa4FTzdSgmtsRtD,2014,Sun Structures,['Temples']
Sunbathing Animal,Parquet Courts,2014,07dmAmDq0W6y0dH5t2utZO,2014-06-03,Sunbathing Animal,['Parquet Courts']
Sunlight,The Magician,2014,5r3aYGutXgsxSqB6W3RrzJ,2014-08-15,Sunlight (feat. Years and Years) - Radio Edit,"['The Magician', 'Years & Years']"
Sunny Disposition,Neil Diamond,2014,4Y8C3AYB9JQRDpux85CKJy,2014-09-30,Sunny Disposition,['Neil Diamond']
Sunshine,DEC3,2014,07YEob99tY25NIe10yAuUq,2014-09-30,Sunshine,['Dec3']
Sunshine & Whiskey,Frankie Ballard,2014,6aNwDe5YH5YUPlpHkku52w,2014-04-03,Sunshine & Whiskey,['Frankie Ballard']
Superheroes,The Script,2014,37sINbJZcFdHFAsVNsPq1i,2014-09-15,Superheroes,['The Script']
Supernatural,Mariah Carey,2014,4OaxMU0g2vGkN3jJey46f4,2014-05-27,Supernatural,['Mariah Carey']
Supernova,Ray LaMontagne,2014,5grmNnhOTNSbcq3R1heVT1,2014-04-25,Supernova,['Ray LaMontagne']
Surfboard,Cody Simpson,2014,7rnhxvGrHEEu1KFzb7fpxh,2013-07-23,Surfboard,['Cody Simpson']
Surrender,Cash Cash,2014,6MpjJlAYJmgEGas0eiHChg,2014-11-04,Surrender - Acoustic,['Cash Cash']
Surrender,The Antlers,2014,3IU1uzAObWkzW1tJidvGo6,2014-06-17,Surrender,['The Antlers']
Surround You,Echosmith,2014,1D5ZvPtj09MckFOp2NcadQ,2014-02-11,Surround You,['Echosmith']
Sweet Albion Blues,Frank Turner,2014,5c4PbgInCD3Chogfe5EX4S,2014-01-01,Sweet Albion Blues,['Frank Turner']
Sweet Amarillo,Old Crow Medicine Show,2014,5etxqJwCzjgOuZIMtRihVB,2014-07-01,Sweet Amarillo,['Old Crow Medicine Show']
Sweet Disarray,Dan Croll,2014,49VLbSKExInHdbdOlnMLb8,2014-01-01,Sweet Disarray,['Dan Croll']
Sweet Little Somethin',Jason Aldean,2014,0yLAJvnay8hXAU0exdXSXi,2014-10-07,Sweet Little Somethin',['Jason Aldean']
Sweet Spot,Wild Beasts,2014,187GS3TEVmZdgoBYktgRq7,2014-10-13,Sweet Spot,['Wild Beasts']
Sweet Talker,Jessie J,2014,69AoGCrqDo2Ycj3Wm27NxM,2014-10-14,Sweet Talker,['Jessie J']
Sweet Tea,California Breed,2014,1yCHCNmaoEOlQSJ9ir3i1O,2014-05-19,Sweet Tea,['California Breed']
Sweet Victory,Trip Lee,2014,3RpcCr8ZlIiYEctUYBAGQm,2014-10-27,Sweet Victory,"['Trip Lee', 'Dimitri McDowell', 'Leah Smith']"
Swimmin' Time,Shovels & Rope,2014,6F3Qs6IQYzyX7rdw8BstE4,2014-08-26,Swimmin’ Time,['Shovels & Rope']
Sword of Damocles,Judas Priest,2014,5i3HwQkEMoKiO1eBGCuUx1,2014-07-07,Sword of Damocles,['Judas Priest']
Sydney,Robin Gibb,2014,,,,
Symphony of the Night,DragonForce,2014,55v3Yqy2fSAlU1t9PUfSTO,2014-08-19,Symphony of the Night,['DragonForce']
System on Loud,Stalley,2014,5TRnziMjgtOpzvnMQym4e5,2014-10-27,System on Loud,['Stalley']
Systematic,Arkells,2014,46MrBDRiLMzIHUae2RFg9S,2014-08-05,Systematic,['Arkells']
T.I.N.A.,Fuse ODG,2014,2Nk4q9wYZ3N56a3YCKBtKF,2014-01-01,Letter To TINA,['Fuse ODG']
Tacky,Weird Al Yankovic,2014,1ZqKCseNe8FIZRDyl2E2Ac,2014-07-15,Tacky,"['""Weird Al"" Yankovic']"
Tacoma,Garth Brooks,2014,,,,
Taiga,Zola Jesus,2014,11e2mgVYiPtxzf8qwlEkdD,2014-10-07,Taiga,['Zola Jesus']
Take It Back,Ed Sheeran,2014,2dmOWlEHrP266Qgz6wnUrd,2014-06-21,Take It Back,['Ed Sheeran']
Take It On Back,Chase Bryant,2014,19OKWQPIupVomZOgBHvhV3,2014-09-23,Take it On Back,['Chase Bryant']
Take Kare,Rich Gang,2014,2kB3CHIzTXPWlkZKPVZoQY,2014-10-16,Take Kare,"['Rich Gang', 'Young Thug', 'Lil Wayne']"
Take Me,Paloma Faith,2014,3MKDqBiMYQf1TXmP7VhO5Y,2014-03-10,Take Me,['Paloma Faith']
Take Me As I Am,Example,2014,1vytP2m4OlF8MddMnaERuv,2014-07-07,Take Me as I Am,['Example']
Take Me To Church,Sinéad O'Connor,2014,6KGhH4mm1rHttp4wBIcNj7,2014-08-12,Take Me to Church,"[""Sinéad O'Connor""]"
Take My Place,Lily Allen,2014,3ZZw9mcjNB6lVICz6lawFB,2014-05-05,Take My Place,['Lily Allen']
Take Out The Gunman,Chevelle,2014,5I1ueVGJA6VZRkgkMyiHcP,2014-04-01,Take Out the Gunman,['Chevelle']
Take U There,Jack U,2014,,,,
Take Your Time,Sam Hunt,2014,6DEaND0SHv3sC11xobZLiy,2014-10-27,Take Your Time,['Sam Hunt']
Talkin' Hawkin',Pink Floyd,2014,5zezxlbGoSr1q3GJ4PMRUW,2014-11-10,"Side 3, Pt. 7: Talkin' Hawkin'",['Pink Floyd']
Talking Body,Tove Lo,2014,2tpfxAXiI52znho4WE3XFA,2014-09-24,Talking Body,['Tove Lo']
Talking In Tones,The Charlatans UK,2014,1fBvk6KaOsuUfXaKU1M4M9,2015-01-26,Talking In Tones,['The Charlatans']
Talladega,Eric Church,2014,1TKlBK9cSrM5u4CiL4SETS,2014-01-01,Talladega,['Eric Church']
Tally Ho!,Wishbone Ash,2014,3Nj6Hh5AeXtPRpJEqHLu0X,2014-02-21,Tally Ho,['Wishbone Ash']
Tarpeian Rock,Protomartyr,2014,1ogNwQd85gR9IuGA3wESD0,2014-04-08,Tarpeian Rock,['Protomartyr']
Taste It,Little Boots,2014,1JsqfRYXOVB3P5EFl4Rpms,2014-12-01,Taste It,['Little Boots']
Tattoo,Hunter Hayes,2014,0Rm6GWdapFsg4Z6r2Ae3s8,2014-05-06,Tattoo,['Hunter Hayes']
Tatu Bom de Bola,Arlindo Cruz,2014,0b0jzIx7Hmy9XZAiSa3ASO,2014-05-09,Tatu Bom de Bola (The Official 2014 FIFA World Cup Mascot Song),['Arlindo Cruz']
Teach Me,Bakermat,2014,5teGX9dkVCZOuao7dOWs7l,2015-01-05,Teach Me - Radio Edit,['Bakermat']
Teacher,Nick Jonas,2014,39J9gLwAyM6n2c2vFVVvdV,2015-11-20,Teacher,['Nick Jonas']
Tear The Roof Up,Alesso,2014,6UwE4dznLM3Jl7cuSI3rWS,2014-09-12,Tear The Roof Up,['Alesso']
Teenager In Love,Neon Trees,2014,4CM00vRilanLnW0FZNVUdQ,2014-01-01,Teenager In Love,['Neon Trees']
Telemiscommunications,Imogen Heap,2014,5qlT8NAzeEx3viFLZJ3byH,2014-08-19,About Telemiscommunications - Track Commentary,['Imogen Heap']
Telephone Banking,Clean Bandit,2014,,,,
Tell Her,Rizzle Kicks,2014,5dmGaUgmzBiVeSqKu01xFd,2014-06-30,Tell Her,['Rizzle Kicks']
Tell Her You Love Her,Echosmith,2014,0rYu77VOY4piM7Hs88K5Kh,2014-06-10,Tell Her You Love Her - Acoustic,['Echosmith']
Tell Me If You Wanna Go Home,Keira Knightley,2014,2Dtb5HH0UUUpE3gF860nwq,2014-07-01,Tell Me If You Wanna Go Home - Rooftop Mix,"['Keira Knightley', 'Hailee Steinfeld']"
Tell Me Something Good,North 40,2014,,,,
Tell Me Why,Rich Gang,2014,,,,
Tell The World,Eric Hutchinson,2014,0ifc4mq2mVNefgQFmtXQpt,2014-04-08,Tell The World,['Eric Hutchinson']
Temporary Ground,Jack White,2014,0k1tKTJKXzfuNSLeM2hgMW,2014-06-10,Temporary Ground,['Jack White']
Temporary Nature (Of Any Precious Thing),Lucinda Williams,2014,0D6vTwO3C2Bi6LhpURa7WK,2014-09-30,Temporary Nature (Of Any Precious Thing),['Lucinda Williams']
Ten Feet Tall,Afrojack,2014,2ldAdghnrO34HPcZ0IWfTu,2014-01-01,Ten Feet Tall,"['Afrojack', 'Wrabel']"
Ten Tonne Skeleton,Royal Blood,2014,78ZTkIlW7NLXRCCPecwUyd,2014-08-25,Ten Tonne Skeleton,['Royal Blood']
Tenerife Sea,Ed Sheeran,2014,1HbcclMpw0q2WDWpdGCKdS,2014-06-21,Tenerife Sea,['Ed Sheeran']
Tennessee,Johnny Cash,2014,4jCoczfqIvz2pg60UIBgBR,2014-03-25,Tennessee,['Johnny Cash']
Terracotta Warrior,Jimi Goodwin,2014,7ctE6FV60a0WiHPozD9tsk,2014-03-24,Terracotta Warrior,['Jimi Goodwin']
Testify,August Alsina,2014,1oUyif0Z4BnuS6IHJBcB84,2014-01-01,Testify,['August Alsina']
Texas,Natalie Merchant,2014,4ZL2gTQFQe5GcZVN7I4u3D,2014-04-25,Texas,['Natalie Merchant']
Text Me in the Morning,Neon Trees,2014,49aUxHONjkn75EJFd30RRr,2014-01-01,Text Me In The Morning,['Neon Trees']
Text Me Merry Christmas,Straight No Chaser,2014,68bjO39GD3JEEL3qAu0bGC,2014-11-18,Text Me Merry Christmas (feat. Kristen Bell),"['Straight No Chaser', 'Kristen Bell']"
Thank God (Interlude),YG,2014,1eEscNUn4fytwEK7vqt7Zl,2014-03-18,Thank God (Interlude),"['YG', 'Big TC', 'Rodney J. ""RJ"" Brown']"
Thank You,Jennifer Nettles,2014,4C33U4qECp8eMTWdkN7EhU,2014-01-01,Thank You,['Jennifer Nettles']
Thanks For Listening,Colt Ford,2014,3dhJWQgR40Pt6DaVUL0Uuz,2014-07-01,Thanks for Listening (feat. Daniel Lee),"['Colt Ford', 'Daniel Lee']"
Thanks for the Line,The Birds of Satan,2014,5WDPpExJmyvkJjM32Yr49L,2014-04-15,Thanks for the Line,['The Birds of Satan']
That Black Bat Licorice,Jack White,2014,4WcFUZMb0wiUZBePgnpgDa,2014-06-10,That Black Bat Licorice,['Jack White']
That Don't Sound Like You,Lee Brice,2014,2l1fWY1albInvAG9t8WP2p,2014-09-09,That Don't Sound Like You,['Lee Brice']
That Kind of Town,Big & Rich,2014,7ch6P8D0SRjKw1Ktn47tb2,2014-09-23,That Kind of Town,['Big & Rich']
That's Christmas to Me,Pentatonix,2014,2U9kDk5mlHYunC7PvbZ8KX,2015-10-30,That's Christmas to Me,['Pentatonix']
The Angel and the Fool,Broken Bells,2014,0fd0506d5oBAQDyBF6TZ05,2014-01-13,The Angel and the Fool,['Broken Bells']
The Art Of Love,Neil Diamond,2014,7jtVPPiWuyJZN15m5uAL9T,2014-09-30,The Art Of Love,['Neil Diamond']
The Back Of My Mind,Boggy Creek,2014,6ODoMQe0JwO6bgGV1JqAUC,2007-10-27,The Back Of My Mind,['Boggy Creek']
The Back Roads and the Back Row,Cole Swindell,2014,1qHCZ0dIY4LNOjNY6YeUbq,2014-02-18,The Back Roads & the Back Row,['Cole Swindell']
The Bells! The Bells!!,LostAlone,2014,3CQJ7UDMpabmbuUetTLoCT,2014-04-06,The Bells! The Bells!!,['LostAlone']
The Best That Money Can Buy,Simon Felice,2014,3M9yXkYDmo3aDjtMYhOVfF,2014,The Best That Money Can Buy,['Simone Felice']
The Big Revival,Kenny Chesney,2014,1P1znjxsoIBwExWZ1aDjlc,2014-09-22,The Big Revival,['Kenny Chesney']
The Black Market,Rise Against,2014,5skwAU0N1ijXEJ5HFDphXP,2014-01-01,The Black Market,['Rise Against']
The Blanket of Night,Elbow,2014,5WwXMRERsFMnhnsmlN04uM,2014-01-01,The Blanket of Night,['Elbow']
