title,artists,year,track_id,release_date,spotify.name,spotify.artists
The Body Electric,Hurray for the Riff Raff,2014,1A6YkvIoWHmc1Cjah2N7l0,2014-02-11,The Body Electric,['Hurray For The Riff Raff']
The British Are Coming,Weezer,2014,2MftQaIrlac7vKmlAAdum1,2014-10-07,The British Are Coming,['Weezer']
The Bullfighter Dies,Morrissey,2014,,,,
The Burden of Being Wonderful,Steel Panther,2014,07qRwsR4LF6xEJMFqkJYbs,2014-04-01,The Burden of Being Wonderful,['Steel Panther']
The Changing Lights,Broken Bells,2014,1TefJ43egrnGQfvBvAcZvQ,2014-01-13,The Changing Lights,['Broken Bells']
The Charade,D'Angelo,2014,,,,
The Closer I Get To You,Asia,2014,3GrLxMpM21zhdBu8mthjfF,2014-03-19,The Closer I Get to You,['Asia']
The Crying Game,Nicki Minaj,2014,4OgSKgxZqty3qQMtKU44Ah,2014-12-15,The Crying Game,"['Nicki Minaj', 'Jessie Ware']"
The Damned,Chevelle,2014,5jdLNfs78vMCxoqqoO9d4s,2014-04-01,The Damned,['Chevelle']
The Days,Avicii,2014,5Iy2Jj87Ha0C0IBlNE1I4y,2014-01-01,The Days,['Avicii']
The Dealer,Stevie Nicks,2014,3MhtDiOUmoL5Yw3uh9asB1,2014-09-30,The Dealer,['Stevie Nicks']
The Devil In I,Slipknot,2014,5hheGdf1cb4rK0FNiedCfK,2014-10-15,The Devil in I,['Slipknot']
The Devil Is a Lonely Night,The Pierces,2014,6ZU0MfB982wOLtjy2YwB4u,2014-01-01,The Devil Is A Lonely Night,['The Pierces']
The Devil Is Near,Architects,2014,7jAb97kyIqupPelulHiQ8C,2014-03-11,The Devil Is Near,['Architects']
The Distant Blue,Architects,2014,1XlcIHHAf57872Ln79cdPa,2014-03-11,The Distant Blue,['Architects']
The Dreamers,Klaxons,2014,0fwwKNpkv7ObiuxTZYWl5A,2014-06-16,The Dreamers,['Klaxons']
The Drop,Lethal Bizzle,2014,6XFREMMOvjAPvvrUJEQexT,2014-06-01,The Drop - TREI Remix,"['Lethal Bizzle feat. Cherri Voncelle', 'Lethal Bizzle', 'Cherri Voncelle']"
The Energy Never Dies,The Script,2014,5W2FRXOq70ADDROFMvWky8,2014-09-15,The Energy Never Dies,['The Script']
The Feast and The Famine,Foo Fighters,2014,1M4Wy6jRce1x17qyE7yQAB,2014-11-09,The Feast and The Famine,['Foo Fighters']
The Fighter,In This Moment,2014,54sEj5GIx2EW78nRDyC58R,2014-11-14,The Fighter,['In This Moment']
The First Time,Ella Henderson,2014,,,,
The Flood,The Lyre Ensemble,2014,1OWv06xSpcaNE1eQwUJPvF,2015-09-30,The Flood,['The Lyre Ensemble']
The Gallows,Simon Felice,2014,5ybwA7BjQCWV5CVeDufpXL,2014,The Gallows,['Simone Felice']
The Game,Kelly Rowland,2014,6oA2kJr0ikewIje1n70fvb,2014-06-10,The Game,['Kelly Rowland']
The Game,DragonForce,2014,7GMg5iSQsPNojdwJfyvMqF,2014-08-19,The Game,['DragonForce']
The Gig That Matters,Amy Ray,2014,0r0uAhFBXi2RORbwq6Yogc,2014-01-21,The Gig That Matters,"['Amy Ray', 'Phil Cook', 'Brad Cook', 'Heather McEntire', 'Justin Vernon']"
The Gospel of John Hurt,Alt-J,2014,5QZJAcP4nu3xL2NQV4AVHO,2014-09-22,The Gospel of John Hurt,['alt-J']
The Great Die-Off,Rise Against,2014,2M5Qa1TnBNowIYpiUCCca4,2014-01-01,The Great Die-Off,['Rise Against']
The Greatest Bastard,Damien Rice,2014,6R0BVRF95vCERjhCabl17q,2014-11-10,The Greatest Bastard,['Damien Rice']
The Hanging Tree,Jennifer Lawrence,2014,1mAPo7CPlVL3HDT1ZRqhLr,2019-05-06,The Hanging Tree - Acoustic Cover,"['Jennifer Lawrence', 'Dylan Howard']"
The Hardest Part,Nina Nesbitt,2014,0hjANar01OL1RWox3nYT7k,2013-01-01,The Hardest Part,['Nina Nesbitt']
The Haunting Idle,The War on Drugs,2014,463huLLxHrXwNJsdrfNI6Z,2014-03-18,The Haunting Idle,['The War On Drugs']
The Healing,Joshua Scott Jones,2014,2ib3ycBnJrI8CxmK6uaMKG,2014-06-03,The Healing,['Joshua Scott Jones']
The Heart,Needtobreathe,2014,2gNRPDHT9jw2fIKLRpLgT9,2014-04-17,The Heart,['NEEDTOBREATHE']
The Heart Of A Graveyard,Demon Hunter,2014,2OLprWfuCPXoLH31BWufHs,2014-03-18,The Heart of a Graveyard,['Demon Hunter']
The Heart Wants What It Wants,Selena Gomez,2014,6wJwkMo278iWVlWl1XQ4WA,2014-01-01,The Heart Wants What It Wants,['Selena Gomez']
The High Life,Colt Ford,2014,4BdoRSMhsiaAXM71CAgbyc,2014-07-01,The High Life (feat. Chase Rice),"['Colt Ford', 'Chase Rice']"
The History of a Cheating Heart,Damon Albarn,2014,3VGcm8ZgGOWxdzu4fwCoKA,2014-04-22,The History of a Cheating Heart,['Damon Albarn']
The Key,Breach,2014,3U9UFUSn43P7TWdH0w0f3r,2014-12-15,The Key (feat. Kelis),"['Breach', 'Kelis Rogers']"
The Langdon House,Issues,2014,2asgeCO0WSDVuhN2WSblpR,2014-02-14,The Langdon House,['Issues']
The Last Garrison,Enter Shikari,2014,4loD26CbKf5zZ5X06GV4Zh,2014-10-23,The Last Garrison,['Enter Shikari']
The Last Goodbye,Billy Boyd,2014,0j2Tw0MkOFKzXpwJLzW3vD,2014-12-09,The Last Goodbye,['Billy Boyd']
The Last One Alive,Demon Hunter,2014,404JP0izdnzoDXX8pqXzm4,2014-03-18,The Last One Alive,['Demon Hunter']
The Levels,Ben Watt,2014,1vnj7S7K8ph4awMGOJ8IG7,2014-04-11,The Levels,['Ben Watt']
The Long Way Around,Jackson Browne,2014,4BQXwbdfsY9dBnJiFSPXQu,2014-10-03,The Long Way Around,['Jackson Browne']
The Long Way Home,Rosanne Cash,2014,7F5J5cfDnF0h9s69zoeV4O,2013-01-01,The Long Way Home,['Rosanne Cash']
The Love You're Given,Jack Garratt,2014,5oNlBs0y1lB8tBA65E7abl,2016-02-19,The Love You're Given,['Jack Garratt']
The Man,Ed Sheeran,2014,1gHF0I223J5pv06SuBcmkz,2014-06-21,The Man,['Ed Sheeran']
The Mechanic,Rascal Flatts,2014,58vyPK443s6RTPoJT2uMbQ,2014-01-01,The Mechanic,['Rascal Flatts']
The Mechanism,Disclosure,2014,6extgyeYdF9MW3gBe91rY4,2014-04-10,The Mechanism,"['Disclosure', 'Friend Within']"
The Miracle (of Joey Ramone),U2,2014,2HNeoSQWVkCwrBOZPMjQRl,2014-01-01,The Miracle (Of Joey Ramone),['U2']
The Moon Song,Karen O,2014,6E0YEPzjMvUymYOvmDIgp4,2014-02-11,The Moon Song - Studio Version Duet,"['Karen O', 'Ezra Koenig']"
The Morgue,Loudon Wainwright III,2014,2A2MpnAlBVW6eQMrDCA1wk,2014-09-09,The Morgue,['Loudon Wainwright III']
The Most Immaculate Haircut,Metronomy,2014,0RkTMOqGop19RFaXBmRzCY,2014-03-10,The Most Immaculate Haircut,['Metronomy']
The Motherload,Mastodon,2014,6EF0xhfKtQNqUPz2mnE5BD,2014-06-20,The Motherload,['Mastodon']
The Negative One,Slipknot,2014,2ugAOltSeiFqKHItLMKFK3,2014-10-15,The Negative One,['Slipknot']
The Neighborhood,Common,2014,7JUyWMu6lJHqCRiE48aBOw,2014-07-22,The Neighborhood,"['Common', 'G Herbo', 'Cocaine 80s']"
The Next Jet to Leave Moscow,Manic Street Preachers,2014,4qG7Uc8wCuVSpKe4pYbVei,2014-07-07,The Next Jet to Leave Moscow,['Manic Street Preachers']
The Night Is Still Young,Nicki Minaj,2014,4bBrKDo8rchikwZOtmXbIH,2014-12-15,The Night Is Still Young,['Nicki Minaj']
The Nights,Avicii,2014,0ct6r3EGTcMLPtrXHDvVjc,2014-01-01,The Nights,['Avicii']
The One Moment,OK Go,2014,0EHcj6kt1l6i3fdd1hc0XQ,2014-10-14,The One Moment,['OK Go']
The One That Kills The Least,Slipknot,2014,0Ud0WfZOV5JGgSgagaGS2v,2014-10-15,The One That Kills the Least,['Slipknot']
The One That Really Matters,Michael W. Smith,2014,2So7er34kgGCReFlmI3hUm,2014-01-01,The One That Really Matters,"['Michael W. Smith', 'Kari Jobe']"
The One Thing,Shakira,2014,3FeclOAkmIFucOCAeTRbn8,2014-03-14,The One Thing,['Shakira']
The Only Reason,5 Seconds of Summer,2014,0Z2uyUh4d2iqt8wFxyYlz0,2014,The Only Reason,['5 Seconds of Summer']
The Only Way Out,Bush,2014,2kwh3wHySHN1QCTAfMoxbm,2014-10-17,The Only Way Out,['Bush']
The Opposite of Me,Robin Thicke,2014,7d7ge00JIZrMDC6WTKK06T,2014-07-29,The Opposite Of Me,['Robin Thicke']
The Other Woman,Lana Del Rey,2014,1KuVEZR4xuQVNr1KkanAV4,2014-01-01,The Other Woman,['Lana Del Rey']
The Outcome,Nina Nesbitt,2014,5XWqdj5nPNVeM2TxIiyY5W,2013-01-01,The Outcome,['Nina Nesbitt']
The Part of Him,Drive-By Truckers,2014,47njprjul4fNPiwjlPvsK2,2014-03-03,The Part of Him,['Drive-By Truckers']
The Pictures of Sasha Grey,Kristeen Young,2014,,,,
The Pressure,Jhené Aiko,2014,3Px6rA0efiFjaIImH9pdaR,2014-09-08,The Pressure,['Jhené Aiko']
The Prophet,Jamie T.,2014,7vA2cl3u4PV23niH2wSbHt,2014-09-29,The Prophet,['Jamie T']
The Protest,Flying Lotus,2014,5zDjQYRddYpP1YO2cVUAbO,2014-10-06,The Protest,['Flying Lotus']
The Quantum Enigma (Kingdom Of Heaven Part II),Epica,2014,,,,
The Remains of Rock and Roll,Broken Bells,2014,3DXJaOI3mI10QkPhRu3r2p,2014-01-13,The Remains of Rock & Roll,['Broken Bells']
The Remedy,Mallory Knox,2014,5Kne2qhz56CTvCJZoFfMnP,2014-10-24,The Remedy,['Mallory Knox']
The Return,Nonpoint,2014,3ls7dkL1u1gNGHXwf0xzW6,2014-09-30,The Return,['Nonpoint']
The Runaway,The Word Alive,2014,4CI9vDWoKiqe1NCBvOo2n4,2014-01-01,The Runaway,['The Word Alive']
The Sadness of Graves,Islander,2014,0ow0oCE1sYUDMNGqSzTX2L,2014-07-08,The Sadness Of Graves,['Islander']
The Secret,David Nail,2014,34qIsy5AiMOzGUTVBkH42U,2014-01-01,The Secret,['David Nail']
The Selfish Giant,Damon Albarn,2014,06cCNvDC89aT8m6J5VCmpv,2014-04-22,The Selfish Giant,['Damon Albarn']
The Silent Orchestra,Hamilton Leithauser,2014,0GMe0UKs0YDq5OHGnrEu22,2014-06-02,The Silent Orchestra,['Hamilton Leithauser']
The Skeleton Getdown,Tuatara,2014,4XDCrwJZwILw6LVsmJ4gFO,2014-08-05,The Skeleton Getdown,['Tuatara']
The Soul of All Natural Things,Linda Perhacs,2014,4EmsAsDtHZdHXwuuBaVnmP,2014-03-04,The Soul of All Natural Things,['Linda Perhacs']
The Soundmaker,Rodrigo y Gabriela,2014,780ErBuX9zmXGzepTOQvVE,2014-04-29,The Soundmaker,['Rodrigo y Gabriela']
The Stocking Song,Steel Panther,2014,1tcxup4GQQ6cRZoS4XQx7l,2014-12-08,The Stocking Song,['Steel Panther']
The Stranger,Stars,2014,1su5c79zQUoMcDJWkznrBY,2014-10-07,The Stranger,['Stars']
The Summer Jam,Periphery,2014,3ig2p6VtyiKmFTHG6bjag0,2014-01-28,The Summer Jam,['Periphery']
The Sunken Lands,Rosanne Cash,2014,4eGVm6LoWxE0oyVGAmgNAw,2013-01-01,The Sunken Lands,['Rosanne Cash']
The Take Off and Landing of Everything,Elbow,2014,0ikgRjrAfMHOqOjdRNAtXZ,2014-01-01,The Take Off and Landing of Everything,['Elbow']
The Trap,Johnny Marr,2014,24A94xPNSzgGtNLEg2YQbx,2014-09-30,The Trap,['Johnny Marr']
The Troubles,U2,2014,36Yw1hE6Ktp1SrrclWWsjZ,2014-01-01,The Troubles,"['U2', 'Lykke Li']"
The Truth,Ledisi,2014,77wS0zr7SbMQWp2a3hcZhJ,2014-01-01,The Truth,['Ledisi']
The Unholy,Slash,2014,3Z1rufkBMIkHzLoGlXNJ7r,2014-09-16,The Unholy,"['Slash', 'Myles Kennedy And The Conspirators']"
The Upsetter,Metronomy,2014,5NbjdufdooePwXEZvmXZRz,2014-03-10,The Upsetter,['Metronomy']
The View from Stow Hill,Manic Street Preachers,2014,1N9unh2MMYTSWa0FxeANoU,2014-07-07,The View from Stow Hill,['Manic Street Preachers']
The Voice of My Doctor,Sinéad O'Connor,2014,1auOJmycnzfPIfH1Xl4Rzr,2014-08-12,The Voice of My Doctor,"[""Sinéad O'Connor""]"
The Voyager,Jenny Lewis,2014,2jOBv78VYIGrvvmmSTTdkl,2014-07-25,The Voyager,['Jenny Lewis']
The Wall,Bruce Springsteen,2014,1Rm03r3xeR4c9NbuRqEYtc,2014-01-14,The Wall,['Bruce Springsteen']
The Wall,Willie Nelson,2014,3HBqxPWVKpu8cCR807mpfS,2014-06-13,The Wall - Digital Single,['Willie Nelson']
The War,Josh Record,2014,0jarykaxXre6taL683QAU4,2014-01-01,The War,['Josh Record']
The Way,California Breed,2014,6gF1kccuZQFlO7hgOjeMHL,2014-05-19,The Way,['California Breed']
The Way,Macy Gray,2014,2zeE73BElhZdw9mqqPLDvb,2014-10-07,The Way,['Macy Gray']
The Way I'm Livin',Lee Ann Womack,2014,5c8VKuw5cysS1CBBnpbEMV,2014-09-23,The Way I'm Livin',['Lee Ann Womack']
The Way That I Live,Ed Harcourt,2014,19T698G544tvThBY8HmEKM,2014-12-15,The Way That I Live,['Ed Harcourt']
The Way Things Go,Thomas Rhett,2014,,,,
The Weight,Shawn Mendes,2014,3Mi8mCnvcBPdiPgmHYWEow,2015-04-14,The Weight,['Shawn Mendes']
The Whisperer,David Guetta,2014,4d2UvCcQ1dMfqu9qJ96GL1,2014-11-24,The Whisperer (feat. Sia),['David Guetta']
The Wish,Sweet & Lynch,2014,6kOJlA0l22avXtSXkkWh0V,2014,The Wish,['Sweet & Lynch']
The Wolfpack,Angels & Airwaves,2014,6QonLH4JR5jpbLRKGAiTXc,2014-12-09,The Wolfpack,['Angels & Airwaves']
The Wolves Die Young,Sonata Arctica,2014,3ZtQY79OE4BFz7UqWS5E8g,2014-03-28,The Wolves Die Young,['Sonata Arctica']
The World You Want,Switchfoot,2014,0KUQVPAXbCrvVrWslGZXSh,2013-01-05,The World You Want,['Switchfoot']
The Writing's on the Wall,OK Go,2014,2KWB1SkJ8v0ljkzwHzLvco,2014-10-14,The Writing's on the Wall,['OK Go']
Therapy,Mary J. Blige,2014,2ZuZsMDtRSoOAkQly6MlAX,2014-12-02,Therapy,['Mary J. Blige']
There Goes My Baby,Enrique Iglesias,2014,3r3F7q6U7OYBwOOScvv6v2,2014-01-01,There Goes My Baby,"['Enrique Iglesias', 'Flo Rida']"
There Is an Answer,A Great Big World,2014,5MdgpYBBvqHK8Dh6zVKXzb,2014-01-20,There Is an Answer,['A Great Big World']
There Is No Other Time,Klaxons,2014,775LoCCK80WJaGb5epGlHJ,2014-06-16,There Is No Other Time,['Klaxons']
There Is Only You,The Xcerts,2014,0gnM4QIVLmjpNQcbYSnwsL,2014-11-02,There Is Only You,['The XCERTS']
There Must Be More To Life Than This,Queen and Michael Jackson,2014,0FTzAmvMu2zKdp3ZrvlliF,2014-01-01,There Must Be More To Life Than This - William Orbit Mix,"['Queen', 'Michael Jackson']"
These Days,Take That,2014,5UmoLXuLoTDwujmVyjuZtF,2014-01-01,These Days,['Take That']
These Things Happen,G-Eazy,2014,4jGqZyJhgM89rnIzCV2qZz,2014-06-20,These Things Happen,['G-Eazy']
They Don't Love You No More,DJ Khaled,2014,0588kHJ34DF7ZvTyuo4Dnk,2015-10-23,"They Don't Love You No More (feat. Jay-Z, Meek Mill, Rick Ross & French Montana)","['DJ Khaled', 'JAY-Z', 'Meek Mill', 'Rick Ross', 'French Montana']"
They Want My Soul,Spoon,2014,6Ay1CpxfFjUduPqFnv26lR,2014-08-05,They Want My Soul,['Spoon']
Thicket,Phillip Phillips,2014,7gStJ9alKjugGD9OVDxKZw,2014-01-01,Thicket,['Phillip Phillips']
Thinking Out Loud,Ed Sheeran,2014,34gCuhDGsG4bRPIf9bb02f,2014-06-21,Thinking out Loud,['Ed Sheeran']
Third Eye,Big K.R.I.T.,2014,6iaquuLZhjSyNsiy16LD9F,2014-08-25,Third Eye,['Big K.R.I.T.']
Thirsty,Mariah Carey,2014,1azpii7ycnyGIOPYLG0buM,2014-05-27,Thirsty,['Mariah Carey']
This Angel,Jennifer Nettles,2014,5Q9MQEOoKXaIOVqmSW8CYn,2014-08-12,This Angel,['Jennifer Nettles']
This Blue World,Elbow,2014,1zDnLZrh5yR7rOzHQpF8zR,2014-01-01,This Blue World,['Elbow']
This Could Be Us,Prince,2014,5FahqUmF2xPV5e0mUEAlxK,2014-09-26,THIS COULD BE US,['Prince']
This Is Heavy Metal,Nina Persson,2014,0L0TUDktCzPsfDZuvfEtu5,2014-02-11,This Is Heavy Metal,['Nina Persson']
This Is Not a Game,The Chemical Brothers,2014,4U6rRCpHOV7aJOufUbjnt2,2014-10-21,This Is Not A Game,"['The Chemical Brothers', 'Miguel']"
This Is the Time (Ballast),Nothing More,2014,1X34xjRBPeBVm2UNqL4KXO,2014-06-23,This Is The Time (Ballast),['NOTHING MORE']
This Is Where You Can Reach Me Now,U2,2014,4KfFiheKsAq9DytNI5RERU,2014-01-01,This Is Where You Can Reach Me Now,['U2']
This Is Your Sword,Bruce Springsteen,2014,6CHW7Je7FeCCSsGrjSAkZp,2014-01-14,This is Your Sword,['Bruce Springsteen']
This Love,Taylor Swift,2014,1kTPQnabROVkW9bUXdCGrB,2014-10-27,This Love,['Taylor Swift']
This One's for Me and You,Johnny Gill,2014,4QzYpz5baRBSMB3Ca2lkS3,2014-12-09,This One's For Me And You,"['Johnny Gill', 'New Edition']"
This One's for You,Jennifer Nettles,2014,7GSeBbSOvkUGHorL7hnhjb,2014-08-12,This One's For You,['Jennifer Nettles']
This Side of Heaven,The Swon Brothers,2014,1ZZUqOQJEIBFZDWueKJr0X,2014-10-13,This Side of Heaven,['The Swon Brothers']
This Tension,Johnny Marr,2014,7oY8WjgFMTvdzSkb5YPvgz,2014-09-30,This Tension,['Johnny Marr']
Thread,Flyleaf,2014,0Juu850DdoOIKnF9Fcm2ep,2014-09-16,Thread,['Flyleaf']
Three Hammers,DragonForce,2014,2qrkJPRCObWY2v9ukBV9QZ,2014-08-19,Three Hammers,['DragonForce']
Three Hearts,Alex Clare,2014,5nQdKQhhphSYC7LJNm9OdS,2014-05-26,Three Hearts,['Alex Clare']
Three Women,Jack White,2014,67xazpRk0c0JXNbOx8MkJD,2014-06-10,Three Women,['Jack White']
Thrive,Casting Crowns,2014,08shoW0qPqgMDnNQppWAQj,2014-01-24,Thrive,['Casting Crowns']
Through Oblivion,In Flames,2014,7maIZJnwsPBUWT9yJYyPoe,2014-09-05,Through Oblivion,['In Flames']
Throw Sum Mo,Rae Sremmurd,2014,5uqphUYsR45kPYplrYSAQh,2015-01-06,Throw Sum Mo,"['Rae Sremmurd', 'Nicki Minaj', 'Young Thug']"
Throwback,Cheryl Cole,2014,2KIjJYYfBhp72Ovnpwf8Pv,2014-01-01,Throwback,['Cheryl']
Thug Cry,Rick Ross,2014,6sQiCf6PqeB5o4RBrSAZBn,2014-01-01,Thug Cry,"['Rick Ross', 'Lil Wayne']"
Thug Cry,Tinashe,2014,3E3Wt98vDsBL652iQC8Ya9,2014-10-01,Thug Cry,['Tinashe']
TICTACTOE,Prince,2014,4hBvB6n7E5rqBPqOWuJ9aF,2014-09-26,TICTACTOE,"['Prince', '3RDEYEGIRL']"
Tidal Wave,Karmin,2014,6ovVbR0A5iLfZQuHJgoHRB,2014-03-21,Tidal Wave,['Karmin']
Til Everyone Can See,Mike Einziger,2014,,,,
Til He's Dead or Rising,Drive-By Truckers,2014,,,,
Til It's Gone,Kenny Chesney,2014,1Lh8n5owE0h0hgqWfqtvuD,2014-09-22,Til It's Gone,['Kenny Chesney']
Til That Day,Tesla,2014,2TaVho2zJxeKwE8sp5dZyo,2014-06-10,Til That Day,['Tesla']
Till the End,Logic,2014,66urf1ZXFy4qVKdNqcdbaZ,2014-10-21,Till The End,['Logic']
Time,Jungle,2014,71SG2UUnm6rQNFrFEasxyi,2014-07-15,Time,['Jungle']
Time Has Come,Bayside,2014,7d4cwXnKxhNzWyAyioV2Ep,2014-02-18,Time Has Come,['Bayside']
Time Machine,Ingrid Michaelson,2014,1gy6dZ0RASWJ0WhYVteYSB,2014-04-15,Time Machine,['Ingrid Michaelson']
Time Of Our Lives,Pitbull,2014,2bJvI42r8EF3wxjOuDav4r,2014-11-21,Time of Our Lives,"['Pitbull', 'Ne-Yo']"
Timebomb,Tove Lo,2014,1doOAGypjCvDy7uyUpRqTq,2014-01-01,Timebomb,['Tove Lo']
Tin Soldier,Winger,2014,4ZHlcYQ9eIf9T1HE7XZmVU,2014-04-22,Tin Soldier,['Winger']
Tis A Pity She Was A Whore,David Bowie,2014,0v60rM2HLSatgUyVZDrLwm,2016-01-08,'Tis a Pity She Was a Whore,['David Bowie']
Title,Meghan Trainor,2014,0k5hoseEJnCAbpRh38dNoI,2015-01-09,Title,['Meghan Trainor']
To Be Alone,Hozier,2014,1XJQ7xI6jzcZybuHemxsPP,2014-09-19,To Be Alone,['Hozier']
To Love and Die,Jhené Aiko,2014,0Y3WxAtzSta8OyujksZhPN,2014-09-08,To Love & Die,"['Jhené Aiko', 'Cocaine 80s']"
Tomorrow's Kings,DragonForce,2014,4EdxMAKnYQhr1LNxyDJltC,2014-08-19,Tomorrow's Kings,['DragonForce']
Tonight,KJ-52,2014,053s9IvqFRoOi3Ud1epOD4,2015-10-14,Tonight,['KJ-52']
Tonight,Fozzy,2014,6IBFH39HrJnyB8Jy1BacNJ,2014-07-22,Tonight,['Fozzy']
Tonight (We Live Forever),Union J,2014,68m2FTTwwBc3a88b9w3UOl,2017-12-25,Tonight (We Live Forever),['Union J']
Tonight Looks Good On You,Jason Aldean,2014,1pm6AoOYO81llP3gwkTAbI,2014-10-07,Tonight Looks Good on You,['Jason Aldean']
Too Bad I Have to Destroy You Now,Kid Cudi,2014,6kpiwAM3vWN9UbGAQw2v8q,2014-02-25,Too Bad I Have To Destroy You Now,['Kid Cudi']
Too Fast,Jason Aldean,2014,7GiNDSdH9xpCctG6FSZ55A,2014-10-07,Too Fast,['Jason Aldean']
Too Little Too Late,Robin Thicke,2014,2z92i8SoC7kDXFNYCs6Hv5,2014-07-29,Too Little Too Late,['Robin Thicke']
Too Much You for Me,Jason Aldean,2014,,,,
Too Wild,Afrojack,2014,0eCLDtD423sPP2AE11JOPL,2014-01-01,Too Wild,"['Afrojack', 'Wiz Khalifa', 'Devin Cruise']"
Too Young To Feel This Old,You Me at Six,2014,6NmdqpnIH6waG9CKEGMu0e,2014-01-27,Too Young to Feel This Old,['You Me At Six']
Top of the World,Mike Posner,2014,0nrwXo4inMMLcV3ElQitxG,2013-12-17,Top of the World (feat. Big Sean),"['Mike Posner', 'Big Sean']"
Toreador,Band of Skulls,2014,18fszHHqwRGC4oEO7U7IfN,2014-03-31,Toreador,['Band Of Skulls']
Touch,Shift K3Y,2014,4w0mTXaAAMhNH4qF0fniCC,2014-04-13,Touch,['Shift K3Y']
"Touchin, Lovin",Trey Songz,2014,799rStkChWWYGLOIVFGFiW,2014-07-01,"Touchin, Lovin (feat. Nicki Minaj)","['Trey Songz', 'Nicki Minaj']"
Tough Love,Jessie Ware,2014,7qDC0GbdzaDfQ49Z3dKho5,2014-08-04,Tough Love,['Jessie Ware']
Town Called Ugley,Ward Thomas,2014,,,,
Trailer Hitch,Kristian Bush,2014,3SVsgASqZaDDTtL1jaDCyh,2020-04-24,Trailer Hitch,['Kristian Bush']
Trainwreck 1979,Death From Above 1979,2014,06vOVdH94mIEjIgIhHdhdO,2014-09-09,Trainwreck 1979 - Moulder Mix with in/out fades,['Death From Above 1979']
Traitor,Flyleaf,2014,3XfbqM3Yq5KAjlXuSpKdej,2014-09-16,Traitor,['Flyleaf']
Transcendence,Steve Aoki,2014,3kNrEaepv9xoBoFK1REnqh,2014-09-29,Transcendence (feat. Ray Kurzweil) - Intro,"['Steve Aoki', 'Ray Kurzweil']"
Transgender Dysphoria Blues,Against Me!,2014,4RdpSi00jdvfRLZb3Q1WhB,2014-01-21,Transgender Dysphoria Blues,['Against Me!']
Transitive Property,Bayside,2014,0vDEvdpVL2fpMh2Y3njvA7,2014-02-18,Transitive Property,['Bayside']
Trap Queen,Fetty Wap,2014,2d8JP84HNLKhmd6IYOoupQ,2015-09-25,Trap Queen,['Fetty Wap']
Tread Lightly,Mastodon,2014,46PDxEshU0SPeKY36Pu3FY,2014-06-20,Tread Lightly,['Mastodon']
Treading Water,SOJA,2014,7F7LZSMDcfzDQF9HBten4O,2014-08-12,Treading Water,['SOJA']
Treat,Kasabian,2014,68DIbUkya0AzoQ0G8rdyTK,2014-10-07,treat,['Kasabian']
Trembling,About a Mile,2014,38JLnjc3HVMn0hj0tLJ35x,2014-07-15,Trembling,['About A Mile']
Tremors,SOHN,2014,0gStxHdYgIltErKUq9sI6b,2014-04-07,Tremors,['SOHN']
Tribal,Imelda May,2014,3SnDYCbPd8qoha6mlklzPq,2014-01-01,Tribal,['Imelda May']
Trini Dem Girls,Nicki Minaj,2014,2iGasQ2ci0qQ0lw03hfjNw,2014-12-15,Trini Dem Girls,"['Nicki Minaj', 'LunchMoney Lewis']"
Tropical Chancer,La Roux,2014,16CiZUohyBovSKRH1tCRtf,2014-01-01,Tropical Chancer,['La Roux']
Troubeaux,Jennifer Lopez,2014,0uVQ0OW1q44WV0ysOB8Z04,2014-06-17,Troubeaux,"['Jennifer Lopez', 'Nas']"
Trouble,Gloriana,2014,6mUR3hNAhMFPnOLeSYz1SL,2014-10-20,Trouble,['Gloriana']
Trouble,TV on the Radio,2014,1fDUds6Gcl87WHMvGUxmn4,2014-11-17,Trouble,['TV On The Radio']
Trouble,Iggy Azalea,2014,3MPZOtMvBoxAIRUkgux87d,2014-10-24,Trouble,"['Iggy Azalea', 'Jennifer Hudson']"
Trouble with My Baby,Paloma Faith,2014,5lYrBNSmKruket4FIGulKP,2014-03-10,Trouble with My Baby,['Paloma Faith']
Trouble's Lament,Tori Amos,2014,2T7y0tKiruRpmio7Kch1Ep,2014-01-01,Trouble's Lament,['Tori Amos']
True Colors,Wiz Khalifa,2014,7GqXcMf2Pnbz8pWn3lQeJr,2014-08-19,True Colors (feat. Nicki Minaj),"['Wiz Khalifa', 'Nicki Minaj']"
True Love,Coldplay,2014,0fQuzbQNLcD1ofo7B2NcFI,2014-05-19,True Love,['Coldplay']
True Trans Soul Rebel,Against Me!,2014,6UXAOLTxMM6EJQZgOb5Rxf,2014-01-21,True Trans Soul Rebel,['Against Me!']
Truffle Butter,Nicki Minaj,2014,7e44z4wOjkllaD8eulUeMd,2014-12-15,Truffle Butter,"['Nicki Minaj', 'Drake', 'Lil Wayne']"
Trust,Christina Perri,2014,19aqSkqtHqITcvoDWPprl7,2014-03-27,trust,['Christina Perri']
Try,Colbie Caillat,2014,6buXDkw3Gv4fQC1OZKUhnR,2014-09-30,Try,['Colbie Caillat']
Try,Dolly Parton,2014,0pzx69eVg5qVeYDoBksGcK,2014-05-09,Try,['Dolly Parton']
Try Harder Than That,Meghan Linsey,2014,5UPTcCMmrIi5RUuL6L9EAC,2014-09-09,Try Harder Than That,"['Meghan Linsey', 'Bubba Sparxxx']"
Try Me,Dej Loaf,2014,2CY92qejUrhyPUASawNVRr,2014-10-15,Try Me,['DeJ Loaf']
